0.300	0.507	0.751	0.037	0.007	油盐类适盘
0.500	0.480	0.715	0.064	0.007	大豆堅果奶类2~3份
0.300	0.466	0.679	0.078	0.007	畜肉肉蛋水产品类2-3份
0.300	0.318	0.596	0.224	0.046	Sroio. 00ogg
0.300	0.393	0.558	0.159	0.047	6-00002
1.000	0.386	0.480	0.084	0.010	户外活动一小时
0.500	0.335	0.439	0.187	0.013	图3-8 中国儿童平衡膳食算盘
1.000	0.099	0.372	0.257	0.022	三、平衡膳食模式的应用
1.000	0.129	0.323	0.633	0.020	膳食指南的应用和实践，是把营养与健康科学知识转化为平衡膳食模式的促进和
1.000	0.094	0.303	0.668	0.020	推广过程。中国居民膳食指南为全体营养和健康教育工作者、健康传播者提供了最新
1.000	0.094	0.285	0.667	0.018	最权威的科学证据和资源。我们鼓励营养教育工作者在膳食指导实践中加入自己的知
1.000	0.094	0.262	0.557	0.021	识和经验，帮助大众在生活中应用膳食指南，并不断通过实践总结经验。
0.500	0.125	0.233	0.234	0.016	（一）膳食实践和指导原则
0.500	0.125	0.202	0.637	0.022	《中国居民膳食指南（2022）》可作我国居民健康生活的指导，主要用于几个方面：
0.500	0.127	0.186	0.220	0.016	1. 个人饮食和生活方式实践
0.500	0.125	0.164	0.312	0.018	（1）设计平衡膳食，自我管理一日三餐。
0.500	0.125	0.145	0.259	0.017	（2）了解并实践“多吃”的食物。
0.500	0.125	0.125	0.259	0.018	（3）了解并控制“少吃”的食物。
0.500	0.123	0.105	0.244	0.016	（4）合理运动和保持健康体重。
0.500	0.125	0.084	0.400	0.017	（5）评价个人膳食和生活方式，逐步达到理想要求。
1.000	0.021	0.052	0.031	0.012	312
